path,line,literal,context,classification,action,evidence
src/modelcypher/core/domain/training/gradient_smoothness_estimator.py,179,0,"mean_concat = b.concatenate(mean_flats, axis=0)",DATA_DERIVED,KEEP,line uses measured statistics from data
src/modelcypher/core/domain/training/gradient_smoothness_estimator.py,180,1,"mean_norm_arr = geodesic_norms(b.reshape(mean_concat, (1, -1)), b)",DATA_DERIVED,KEEP,line uses measured statistics from data
src/modelcypher/core/domain/training/gradient_smoothness_estimator.py,180,1,"mean_norm_arr = geodesic_norms(b.reshape(mean_concat, (1, -1)), b)",DATA_DERIVED,KEEP,line uses measured statistics from data
src/modelcypher/core/domain/training/gradient_smoothness_estimator.py,215,1,if len(parts) > 1:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/gradient_smoothness_estimator.py,216,1,suffix = parts[1],UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,1,2025,# Copyright (C) 2025 EthyrosAI LLC / Jason Kempf,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,7,3,"# the Free Software Foundation, either version 3 of the License, or",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,22,2,is O(d^2) memory for d parameters - infeasible for modern LLMs). These estimates,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,29,1,tr(H) = (1/m) * sum_{i=1}^{m} z_i^T H z_i,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,29,1,tr(H) = (1/m) * sum_{i=1}^{m} z_i^T H z_i,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,31,1,where z_i are Rademacher vectors (+1/-1 with equal measure).,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,31,1,where z_i are Rademacher vectors (+1/-1 with equal measure).,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,33,1,Variance decreases as O(1/m).,DATA_DERIVED,KEEP,line uses measured statistics from data
src/modelcypher/core/domain/training/hessian_estimator.py,36,1,v_{k+1} = H v_k / ||H v_k||,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,48,2,H @ v = (grad L(w + eps*v) - grad L(w - eps*v)) / (2*eps),PRECISION_DERIVED,KEEP,line references epsilon/ulp precision quantities
src/modelcypher/core/domain/training/hessian_estimator.py,50,2,Central difference has O(eps^2) truncation error. Epsilon balances,PRECISION_DERIVED,KEEP,line references epsilon/ulp precision quantities
src/modelcypher/core/domain/training/hessian_estimator.py,51,2,truncation error (O(eps^2)) against rounding (O(machine_eps / eps)).,PRECISION_DERIVED,KEEP,line references epsilon/ulp precision quantities
src/modelcypher/core/domain/training/hessian_estimator.py,71,1990,"- Hutchinson (1990) ""A Stochastic Estimator of the Trace of the Influence Matrix""",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,72,1994,"- Pearlmutter (1994) ""Fast Exact Multiplication by the Hessian""",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,73,2020,"- Yao et al. (2020) ""PyHessian: Neural Networks Through the Lens of the Hessian""",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,104,1990,"Hutchinson (1990) ""A stochastic estimator of the trace of the influence",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,105,2,"matrix for Laplacian smoothing splines"": Var(v^T A v) = 2||A||_F^2 for",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,105,2,"matrix for Laplacian smoothing splines"": Var(v^T A v) = 2||A||_F^2 for",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,106,2,Rademacher vectors. Relative error of trace estimate ≈ sqrt(2/n) × ||A||_F / |tr(A)|.,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,107,5,"n=5 gives ~63% relative error (default, fast screening).",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,107,63,"n=5 gives ~63% relative error (default, fast screening).",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,108,10,"n=10 gives ~45% relative error (full, when precision matters).",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,108,45,"n=10 gives ~45% relative error (full, when precision matters).",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,109,3,"n=3 gives ~82% relative error (moderate, coarsest useful estimate).",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,109,82,"n=3 gives ~82% relative error (moderate, coarsest useful estimate).",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,112,2,Convergence: |σ_est - σ_1| / σ_1 ≤ (σ_2/σ_1)^(2k) after k iterations,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,113,2013,"(Golub & Van Loan 2013, §7.3.1). For neural network weight matrices:",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,113,7.3,"(Golub & Van Loan 2013, §7.3.1). For neural network weight matrices:",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,113,1,"(Golub & Van Loan 2013, §7.3.1). For neural network weight matrices:",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,114,0.8,- σ_2/σ_1 ≈ 0.8-0.95 typical (moderate spectral gap),UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,114,0.95,- σ_2/σ_1 ≈ 0.8-0.95 typical (moderate spectral gap),UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,115,10,"- k=10: (0.95)^20 ≈ 0.36, (0.8)^20 ≈ 0.012 relative error",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,115,0.95,"- k=10: (0.95)^20 ≈ 0.36, (0.8)^20 ≈ 0.012 relative error",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,115,20,"- k=10: (0.95)^20 ≈ 0.36, (0.8)^20 ≈ 0.012 relative error",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,115,0.36,"- k=10: (0.95)^20 ≈ 0.36, (0.8)^20 ≈ 0.012 relative error",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,115,0.8,"- k=10: (0.95)^20 ≈ 0.36, (0.8)^20 ≈ 0.012 relative error",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,115,20,"- k=10: (0.95)^20 ≈ 0.36, (0.8)^20 ≈ 0.012 relative error",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,115,0.012,"- k=10: (0.95)^20 ≈ 0.36, (0.8)^20 ≈ 0.012 relative error",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,116,20,"- k=20: (0.95)^40 ≈ 0.13, (0.8)^40 ≈ 1.5e-4 relative error",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,116,0.95,"- k=20: (0.95)^40 ≈ 0.13, (0.8)^40 ≈ 1.5e-4 relative error",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,116,40,"- k=20: (0.95)^40 ≈ 0.13, (0.8)^40 ≈ 1.5e-4 relative error",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,116,0.13,"- k=20: (0.95)^40 ≈ 0.13, (0.8)^40 ≈ 1.5e-4 relative error",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,116,0.8,"- k=20: (0.95)^40 ≈ 0.13, (0.8)^40 ≈ 1.5e-4 relative error",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,116,40,"- k=20: (0.95)^40 ≈ 0.13, (0.8)^40 ≈ 1.5e-4 relative error",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,116,1.5e-4,"- k=20: (0.95)^40 ≈ 0.13, (0.8)^40 ≈ 1.5e-4 relative error",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,117,30,"- k=30: (0.95)^60 ≈ 0.046, (0.8)^60 ≈ 1.8e-6 relative error",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,117,0.95,"- k=30: (0.95)^60 ≈ 0.046, (0.8)^60 ≈ 1.8e-6 relative error",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,117,60,"- k=30: (0.95)^60 ≈ 0.046, (0.8)^60 ≈ 1.8e-6 relative error",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,117,0.046,"- k=30: (0.95)^60 ≈ 0.046, (0.8)^60 ≈ 1.8e-6 relative error",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,117,0.8,"- k=30: (0.95)^60 ≈ 0.046, (0.8)^60 ≈ 1.8e-6 relative error",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,117,60,"- k=30: (0.95)^60 ≈ 0.046, (0.8)^60 ≈ 1.8e-6 relative error",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,117,1.8e-6,"- k=30: (0.95)^60 ≈ 0.046, (0.8)^60 ≈ 1.8e-6 relative error",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,120,5,hutchinson_vectors: int = 5,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,121,20,power_iterations: int = 20,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,127,82,"""""""Coarse estimates: ~82% trace error, 0.36 spectral error at σ_2/σ_1=0.95.""""""",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,127,0.36,"""""""Coarse estimates: ~82% trace error, 0.36 spectral error at σ_2/σ_1=0.95.""""""",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,127,0.95,"""""""Coarse estimates: ~82% trace error, 0.36 spectral error at σ_2/σ_1=0.95.""""""",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,128,3,"return Config(hutchinson_vectors=3, power_iterations=10)",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,128,10,"return Config(hutchinson_vectors=3, power_iterations=10)",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,132,45,"""""""Precise estimates: ~45% trace error, 0.046 spectral error at σ_2/σ_1=0.95.""""""",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,132,0.046,"""""""Precise estimates: ~45% trace error, 0.046 spectral error at σ_2/σ_1=0.95.""""""",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,132,0.95,"""""""Precise estimates: ~45% trace error, 0.046 spectral error at σ_2/σ_1=0.95.""""""",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,133,10,"return Config(hutchinson_vectors=10, power_iterations=30)",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,133,30,"return Config(hutchinson_vectors=10, power_iterations=30)",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,158,0,"return Config(hutchinson_vectors=0, power_iterations=0)",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,158,0,"return Config(hutchinson_vectors=0, power_iterations=0)",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,167,1,if len(per_sample_gradients) <= 1:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,175,0,"stacked = backend.stack(flat_gradients, axis=0)",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/training/hessian_estimator.py,176,0,"mean_grad = backend.mean(stacked, axis=0)",DATA_DERIVED,KEEP,line uses measured statistics from data
src/modelcypher/core/domain/training/hessian_estimator.py,180,1,"mean_norm_arr = geodesic_norms(backend.reshape(mean_grad, (1, -1)), backend)",DATA_DERIVED,KEEP,line uses measured statistics from data
src/modelcypher/core/domain/training/hessian_estimator.py,180,1,"mean_norm_arr = geodesic_norms(backend.reshape(mean_grad, (1, -1)), backend)",DATA_DERIVED,KEEP,line uses measured statistics from data
src/modelcypher/core/domain/training/hessian_estimator.py,185,0,"snr = mean_norm_sq / variance if variance > 0 else float(""inf"")",DATA_DERIVED,KEEP,line uses measured statistics from data
src/modelcypher/core/domain/training/hessian_estimator.py,193,0.0,total_squared = 0.0,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,198,2,# Reshape to 2D row vector for geodesic norm computation,STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/training/hessian_estimator.py,199,1,"flat_grad = backend.reshape(grad_arr, (1, -1))",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/training/hessian_estimator.py,199,1,"flat_grad = backend.reshape(grad_arr, (1, -1))",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/training/hessian_estimator.py,210,1.0,mean_fraction = 1.0 / float(layer_count) if layer_count > 0 else 0.0,DATA_DERIVED,KEEP,line uses measured statistics from data
src/modelcypher/core/domain/training/hessian_estimator.py,210,0,mean_fraction = 1.0 / float(layer_count) if layer_count > 0 else 0.0,DATA_DERIVED,KEEP,line uses measured statistics from data
src/modelcypher/core/domain/training/hessian_estimator.py,210,0.0,mean_fraction = 1.0 / float(layer_count) if layer_count > 0 else 0.0,DATA_DERIVED,KEEP,line uses measured statistics from data
src/modelcypher/core/domain/training/hessian_estimator.py,213,0,fraction = norm_value / total_norm if total_norm > 0 else 0.0,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,213,0.0,fraction = norm_value / total_norm if total_norm > 0 else 0.0,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,233,1,"divergence_arr = geodesic_norms(backend.reshape(delta, (1, -1)), backend)",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/training/hessian_estimator.py,233,1,"divergence_arr = geodesic_norms(backend.reshape(delta, (1, -1)), backend)",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/training/hessian_estimator.py,235,1,"backend.reshape(current_flat, (1, -1)),",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/training/hessian_estimator.py,235,1,"backend.reshape(current_flat, (1, -1)),",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/training/hessian_estimator.py,236,1,"backend.reshape(initial_flat, (1, -1)),",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/training/hessian_estimator.py,236,1,"backend.reshape(initial_flat, (1, -1)),",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/training/hessian_estimator.py,251,0,if not actual_step or not gradient or learning_rate <= 0:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,255,0.0,actual_sq = 0.0,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,256,0.0,theoretical_sq = 0.0,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,282,0,if not trainable_params or config.hutchinson_vectors <= 0:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,286,0.0,trace_sum = 0.0,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,287,0,successful = 0,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,293,0.0,zhz = 0.0,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,300,1,successful += 1,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,302,0,if successful == 0:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,314,0,if not trainable_params or config.power_iterations <= 0:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,318,12345,"v = _generate_normal_direction(trainable_params, backend, seed=12345)",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,320,0.0,eigenvalue = 0.0,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,329,0.0,rayleigh = 0.0,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,347,0,if parameter_count <= 0 or trace_estimate == 0:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,347,0,if parameter_count <= 0 or trace_estimate == 0:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,350,0,if avg_eigenvalue <= 0:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,356,1,"flattened = [backend.reshape(params[key], (-1,)) for key in sorted(params.keys())]",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/training/hessian_estimator.py,358,0,"return backend.zeros((0,))",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,359,0,"return backend.concatenate(flattened, axis=0)",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/training/hessian_estimator.py,371,0.0,"samples = backend.random_uniform(low=0.0, high=1.0, shape=shape)",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,371,1.0,"samples = backend.random_uniform(low=0.0, high=1.0, shape=shape)",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,372,1,# Rademacher: -1 or +1 with equal measure,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,372,1,# Rademacher: -1 or +1 with equal measure,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,373,0.5,"direction[key] = backend.where(samples < 0.5, backend.full(shape, -1.0), backend.full(shape, 1.0))",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,373,1.0,"direction[key] = backend.where(samples < 0.5, backend.full(shape, -1.0), backend.full(shape, 1.0))",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,373,1.0,"direction[key] = backend.where(samples < 0.5, backend.full(shape, -1.0), backend.full(shape, 1.0))",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,392,0,if int(backend.shape(flat)[0]) == 0:,STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/training/hessian_estimator.py,392,0,if int(backend.shape(flat)[0]) == 0:,STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/training/hessian_estimator.py,394,1,"norm_arr = geodesic_norms(backend.reshape(flat, (1, -1)), backend)",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/training/hessian_estimator.py,394,1,"norm_arr = geodesic_norms(backend.reshape(flat, (1, -1)), backend)",STRUCTURAL_NONCAUSAL,KEEP,indexing/control-flow literal tied to array structure
src/modelcypher/core/domain/training/hessian_estimator.py,396,0,norm = float(backend.to_scalar(norm_arr[0])),UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,505,2.0,denom = 2.0 * epsilon,PRECISION_DERIVED,KEEP,line references epsilon/ulp precision quantities
src/modelcypher/core/domain/training/hessian_estimator.py,517,1,if len(value) != 1:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,519,0,return value[0],UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hessian_estimator.py,553,0.0,return backend.array([0.0]),UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hyperparameter_validation.py,1,2025,# Copyright (C) 2025 EthyrosAI LLC / Jason Kempf,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hyperparameter_validation.py,7,3,"# the Free Software Foundation, either version 3 of the License, or",UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hyperparameter_validation.py,24,1,- LR_MAX = 1/sqrt(eps) (stability bound from numerical analysis),PRECISION_DERIVED,KEEP,line references epsilon/ulp precision quantities
src/modelcypher/core/domain/training/hyperparameter_validation.py,26,2,The bounds are derived from float32 precision:,UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
src/modelcypher/core/domain/training/hyperparameter_validation.py,27,1.19e-7,- eps ≈ 1.19e-7,PRECISION_DERIVED,KEEP,line references epsilon/ulp precision quantities
src/modelcypher/core/domain/training/hyperparameter_validation.py,28,3.45e-4,- sqrt(eps) ≈ 3.45e-4,PRECISION_DERIVED,KEEP,line references epsilon/ulp precision quantities
src/modelcypher/core/domain/training/hyperparameter_validation.py,29,1,- 1/sqrt(eps) ≈ 2896,PRECISION_DERIVED,KEEP,line references epsilon/ulp precision quantities
src/modelcypher/core/domain/training/hyperparameter_validation.py,29,2896,- 1/sqrt(eps) ≈ 2896,PRECISION_DERIVED,KEEP,line references epsilon/ulp precision quantities
src/modelcypher/core/domain/training/hyperparameter_validation.py,42,2,# Dtype-derived constants (float32 is the training precision ceiling),UNJUSTIFIED,DERIVE_OR_FAIL_FAST,no local theorem/precision/data derivation marker found
